Institución,Nombre del establecimiento,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
MINSA,HUASCAR,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SANTA ANITA,ACTIVADO,-76.9841798,-12.0404476
MINSA,SAN CARLOS,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,SANTIAGO DE SURCO,ACTIVADO,-77.0163502,-12.1529437
MINSA,CENTRO DE EMERGENCIAS SAN PEDRO DE LOS CHORRILLOS,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,LIMA,CHORRILLOS,ACTIVADO,-77.0235903,-12.166438
GOBIERNO REGIONAL,POSOPE ALTO,CENTROS DE SALUD O CENTROS MEDICOS,LAMBAYEQUE,CHICLAYO,PATAPO,ACTIVADO,-79.63608,-6.73394
GOBIERNO REGIONAL,TOSTEN,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SANTA CRUZ,PULAN,ACTIVADO,-78.88812,-6.716921
ESSALUD,METROPOLITANO,POLICLINICOS,AYACUCHO,HUAMANGA,AYACUCHO,ACTIVADO,-74.202935,-13.17499
GOBIERNO REGIONAL,UTCUYACU,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CHANCHAMAYO,VITOC,ACTIVADO,-75.32774167,-11.29414667
GOBIERNO REGIONAL,MAYAPO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANTA,CANAYRE,ACTIVADO,-73.95814833,-12.360195
GOBIERNO REGIONAL,CARHUACUCHO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,LLAUTA,ACTIVADO,-74.92783167,-14.21861833
GOBIERNO REGIONAL,QUILCA,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,CAMANA,QUILCA,ACTIVADO,-72.42586196,-16.71699003
PRIVADO,"POLICLINICO ""LA CASA DE LA SALUD""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ANCASH,CARHUAZ,CARHUAZ,ACTIVADO,-77.52919896,-9.51826541
GOBIERNO REGIONAL,PUESTO DE SALUD PARIACACA,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,CARHUAZ,CARHUAZ,ACTIVADO,-77.60584364,-9.25456235
ESSALUD,HOSPITAL I -  MOCHE,HOSPITALES O CLINICAS DE ATENCION GENERAL,LA LIBERTAD,TRUJILLO,MOCHE,ACTIVADO,-79.0126097,-8.167579
GOBIERNO REGIONAL,ARROZAL,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,TAHUAMANU,IBERIA,ACTIVADO,-69.46124424,-11.34165281
PRIVADO,SERVICIOS MEDICOS JAEN EIRL,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,JAEN,JAEN,ACTIVADO,-78.80649167,-5.69930333
GOBIERNO REGIONAL,PUCARA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CAJAMARCA,JAEN,PUCARA,ACTIVADO,-79.13071,-6.03938
GOBIERNO REGIONAL,P. S. JORGE CHAVEZ,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,ACTIVADO,-76.02704287,-6.01569057
MINSA,MICAELA BASTIDAS,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,ACTIVADO,-76.950034,-12.1726057
GOBIERNO REGIONAL,PAMPALCA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANTA,UCHURACCAY,ACTIVADO,-74.07051655,-12.75855763
GOBIERNO REGIONAL,BORJA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,DATEM DEL MARAÑON,MANSERICHE,ACTIVADO,-77.53982167,-4.47032333
GOBIERNO REGIONAL,MANDINGAS ALTO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,CAJARURO,ACTIVADO,-78.22542,-5.77354
GOBIERNO REGIONAL,ALAN GARCIA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,ACTIVADO,-78.11738308,-4.93136734
GOBIERNO REGIONAL,LA FLORIDA,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,SAN MIGUEL,LA FLORIDA,ACTIVADO,-79.12444358,-6.87032866
GOBIERNO REGIONAL,QUIJOS,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SOCOTA,ACTIVADO,-78.64227406,-6.21778387
GOBIERNO REGIONAL,ACOCRO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,ACOCRO,ACTIVADO,-74.04168321,-13.21818164
GOBIERNO REGIONAL,IZCUCHACA,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,ACTIVADO,-75.0026746,-12.49861309
GOBIERNO REGIONAL,SANTIAGO DE TUNA,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,ACTIVADO,-76.52554119,-11.9837117
GOBIERNO REGIONAL,VINCHOS,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,HUAMANGA,VINCHOS,ACTIVADO,-74.35620052,-13.24407887
GOBIERNO REGIONAL,NUEVO SAN JUAN,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,EL PORVENIR,ACTIVADO,-75.84027044,-6.24030466
GOBIERNO REGIONAL,CABO PANTOJA DE TORRES CAUSANA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,TORRES CAUSANA,ACTIVADO,-75.17465847,-0.97041934
GOBIERNO REGIONAL,UPINA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,ITUATA,ACTIVADO,-70.08803,-13.8797
GOBIERNO REGIONAL,MIRACOSTA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,MIRACOSTA,ACTIVADO,-79.28471454,-6.40375901
MINSA,SAN CARLOS,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SANTA ANITA,ACTIVADO,-76.9582773,-12.0395799
GOBIERNO REGIONAL,COLCABAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJABAMBA,CAJABAMBA,ACTIVADO,-78.03058008,-7.6489707
GOBIERNO REGIONAL,PALLACCOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,TURPO,ACTIVADO,-73.49949846,-13.76804916
GOBIERNO REGIONAL,PACCAYURA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,GRAU,PROGRESO,ACTIVADO,-72.56937391,-14.00186057
GOBIERNO REGIONAL,TIQUILLACA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,TIQUILLACA,ACTIVADO,-70.18723667,-15.79458333
GOBIERNO REGIONAL,AMPAMA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,ACTIVADO,-77.87680512,-3.25418543
GOBIERNO REGIONAL,NUEVO SAN JUAN,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,MANANTAY,ACTIVADO,-74.4106127,-8.51938385
GOBIERNO REGIONAL,TIGRE PLAYA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,DATEM DEL MARAÑON,BARRANCA,ACTIVADO,-76.82301833,-4.81050167
ESSALUD,POLICLINICO PUENTE PIEDRA,,LIMA,LIMA,PUENTE PIEDRA,ACTIVADO,-77.0801408,-11.8628584
MINSA,SAN MIGUEL,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN MIGUEL,ACTIVADO,-77.0987145,-12.0813992
GOBIERNO REGIONAL,SIMPAPATA,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,ACTIVADO,-74.26204046,-13.07696536
GOBIERNO REGIONAL,MUCHAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,PARINACOCHAS,CORACORA,ACTIVADO,-73.77217167,-15.0552
GOBIERNO REGIONAL,INCHUPALLA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,INCHUPALLA,ACTIVADO,-69.681405,-15.00774667
GOBIERNO REGIONAL,PUESTO DE SALUD TARICA,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARAZ,TARICA,ACTIVADO,-77.574915,-9.39303833
GOBIERNO REGIONAL,TRITA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,TRITA,ACTIVADO,-78.01163667,-6.146975
GOBIERNO REGIONAL,LLAMOCCTACHI,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,CHINCHO,ACTIVADO,-74.275945,-13.06228167
GOBIERNO REGIONAL,SAN RAMON DE SINAR,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,ACTIVADO,-76.8335,-5.41001
ESSALUD,CENTRO MEDICO CARAZ,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,HUAYLAS,CARAZ,ACTIVADO,-77.8104209,-9.0477271
PRIVADO,CLINICA AMAZONICA E.I.R.L,CENTROS MEDICOS ESPECIALIZADOS,UCAYALI,CORONEL PORTILLO,CALLERIA,ACTIVADO,-74.52837849,-8.37865862
GOBIERNO REGIONAL,OSCCOLLO,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,CHINCHEROS,COCHARCAS,ACTIVADO,-73.713221,-13.64890324
GOBIERNO REGIONAL,NUEVO ORIENTE DE SOCOTA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SOCOTA,ACTIVADO,-78.66163764,-6.26181129
GOBIERNO REGIONAL,HUAC-HUAS,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,LUCANAS,HUAC-HUAS,ACTIVADO,-74.94459167,-14.130955
GOBIERNO REGIONAL,CANGALLI PICHACANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,NUÑOA,ACTIVADO,-70.77348105,-14.38348125
GOBIERNO REGIONAL,P.S GERALDO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,FRIAS,ACTIVADO,-80.0143,-4.892305
GOBIERNO REGIONAL,P.S NARANJO DE SAN MIGUEL DE EL FAIQUE,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,ACTIVADO,-79.55406301,-5.42353081
GOBIERNO REGIONAL,BETANIA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,PUTUMAYO,PUTUMAYO,ACTIVADO,-71.42941,-2.39395
GOBIERNO REGIONAL,SISTEMA DE ATENCION MOVIL DE URGENCIAS,ATENCION PRE HOSPITALARIA,LA LIBERTAD,TRUJILLO,TRUJILLO,ACTIVADO,-79.02868122,-8.09492051
MINSA,PUESTO DE SALUD SANTA ISABEL DE VILLA,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,CHORRILLOS,ACTIVADO,-76.9780982,-12.2005471
GOBIERNO REGIONAL,IGUAIN,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANTA,IGUAIN,ACTIVADO,-74.20873167,-12.994925
GOBIERNO REGIONAL,VISTA HERMOSA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,JAMALCA,ACTIVADO,-78.25805709,-5.92799943
PRIVADO,ASOCIACION PASTORAL DE SERVICOS MEDICO ASISTENCIALES DE LA  IASD,HOSPITALES O CLINICAS DE ATENCION GENERAL,PUNO,SAN ROMAN,JULIACA,ACTIVADO,-70.132375,-15.49752667
GOBIERNO REGIONAL,TORRES CAUSANA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,TORRES CAUSANA,ACTIVADO,-75.00459122,-1.10448905
GOBIERNO REGIONAL,CALLAYUC,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CUTERVO,CALLAYUC,ACTIVADO,-78.90985713,-6.18385466
GOBIERNO REGIONAL,VISTA ALEGRE,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,SURCUBAMBA,ACTIVADO,-74.60996118,-12.13181226
GOBIERNO REGIONAL,LAGUNAS PEDREGAL,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,HUASMIN,ACTIVADO,-78.20797561,-6.94195308
GOBIERNO REGIONAL,HUAYLLATI,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,GRAU,HUAILLATI,ACTIVADO,-72.48417793,-13.92835709
GOBIERNO REGIONAL,P.S HUAYABO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,ACTIVADO,-79.59772917,-5.42550901
GOBIERNO REGIONAL,SOLEDAD,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,PAJARILLO,ACTIVADO,-76.60102061,-7.36844292
GOBIERNO REGIONAL,MARA MARA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,CHINCHEROS,HUACCANA,ACTIVADO,-73.67554167,-13.33932167
GOBIERNO REGIONAL,DOS UNIDOS,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,PAJARILLO,ACTIVADO,-76.69332427,-7.25142203
GOBIERNO REGIONAL,SAN MIGUEL DEL RIO MAYO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,LAMAS,TABALOSOS,ACTIVADO,-76.58679333,-6.43587333
GOBIERNO REGIONAL,POMAVILCA,"PUESTOS DE SALUD O POSTAS DE SALUD,PUESTOS DE SALUD O POSTAS DE SALUD",HUANCAVELICA,ACOBAMBA,ACOBAMBA,ACTIVADO,-74.60124658,-12.78773255
GOBIERNO REGIONAL,RAMON CASTILLA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,EL DORADO,SANTA ROSA,ACTIVADO,-76.56983693,-6.74638942
GOBIERNO REGIONAL,PUNA LAQUEQUE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SANDIA,CUYOCUYO,ACTIVADO,-69.60421937,-14.43649282
GOBIERNO REGIONAL,PUESTO DE SALUD SOCCHABAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.66644197,-4.60461735
GOBIERNO REGIONAL,P.S EL PUERTO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,PACAIPAMPA,ACTIVADO,-79.58287833,-4.92361333
GOBIERNO REGIONAL,NUEVO DOS DE MAYO,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,UCAYALI,SARAYACU,ACTIVADO,-75.16281342,-6.42155936
ESSALUD,CENTRO MEDICO CASAPALCA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,HUAROCHIRI,CHICLA,ACTIVADO,-76.2695581,-11.7055843
SANIDAD DE LA MARINA DE GUERRA DEL PERU,HOSPITAL DE LA BASE NAVAL DEL CALLAO,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CALLAO,CALLAO,CALLAO,ACTIVADO,-77.13737167,-12.03501833
MINSA,VIRGEN DEL BUEN PASO,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,ACTIVADO,-76.960214,-12.139437
GOBIERNO REGIONAL,CHUQUIBAMBILLA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,UMACHIRI,ACTIVADO,-70.72962833,-14.79147333
MINSA,VALLE SHARON,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,ACTIVADO,-76.9660961,-12.1710773
GOBIERNO REGIONAL,PAMPA SAN ALEJO,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,BARRANCA,BARRANCA,ACTIVADO,-77.67958167,-10.687075
ESSALUD,NASCA,POLICLINICOS,ICA,NAZCA,VISTA ALEGRE,ACTIVADO,-74.9391295,-14.8351904
MINSA,CENTRO REFERENCIAL ESPECIALIZADO EN REHABILITACION Y TERAPIA FISICA DE CHOSICA,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,LURIGANCHO,ACTIVADO,-76.6961291,-11.9383224
PRIVADO,CENTRO DE REPOSO SAN JUAN DE DIOS,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,PIURA,PIURA,CASTILLA,ACTIVADO,-80.62065833,-5.19671833
GOBIERNO REGIONAL,SAN LORENZO,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JAUJA,SAN LORENZO,ACTIVADO,-75.38335947,-11.84965782
GOBIERNO REGIONAL,SAN ISIDRO DE PAURA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUANUCO,YACUS,ACTIVADO,-76.49783667,-9.959315
GOBIERNO REGIONAL,HUACORA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUANUCO,YACUS,ACTIVADO,-76.48041425,-9.9084978
GOBIERNO REGIONAL,COMUCHE,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SANTA CRUZ,CATACHE,ACTIVADO,-78.99798885,-6.7827393
GOBIERNO REGIONAL,CENTRO DE SALUD YANAHUARA,CENTROS DE SALUD O CENTROS MEDICOS,AREQUIPA,AREQUIPA,YANAHUARA,ACTIVADO,-71.54048923,-16.38601829
GOBIERNO REGIONAL,QUINSACHATA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,CABANILLA,ACTIVADO,-70.297795,-15.58053167
GOBIERNO REGIONAL,CARAYBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,AYMARAES,CARAYBAMBA,ACTIVADO,-73.16114637,-14.37723891
GOBIERNO REGIONAL,CURCA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,COTABAMBAS,MARA,ACTIVADO,-72.08513166,-14.14300722
GOBIERNO REGIONAL,SAN FRANCISCO DE PAMPA ELERA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,LAS LOMAS,ACTIVADO,-80.06977766,-4.68794764
GOBIERNO REGIONAL,MOLLEBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,HUAMBOS,ACTIVADO,-78.96441707,-6.38576475
GOBIERNO REGIONAL,HUAMAN,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,ACTIVADO,-79.03998443,-8.13863792
GOBIERNO REGIONAL,PEVAS,CENTROS DE SALUD O CENTROS MEDICOS,LORETO,MARISCAL RAMON CASTILLA,PEBAS,ACTIVADO,-71.86058167,-3.31967333
GOBIERNO REGIONAL,PINQUIRAY,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,PACHITEA,UMARI,ACTIVADO,-75.96352826,-9.84786415
GOBIERNO REGIONAL,CACHORA,CENTROS DE SALUD O CENTROS MEDICOS,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,ACTIVADO,-72.81261787,-13.51013884
GOBIERNO REGIONAL,PURUAY ALTO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,CAJAMARCA,ACTIVADO,-78.517223,-7.071731
GOBIERNO REGIONAL,TOTORAY,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ABANCAY,CURAHUASI,ACTIVADO,-72.77864043,-13.56902518
GOBIERNO REGIONAL,COCHIRAYA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,CHUCUITO,ACTIVADO,-69.82603167,-15.85400667
GOBIERNO REGIONAL,CARAMARCA CHICA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.71855333,-6.39936167
GOBIERNO REGIONAL,AURORA DIAZ,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,SALAVERRY,ACTIVADO,-78.97820822,-8.21369889
GOBIERNO REGIONAL,PUINAHUA BAJO NAPO,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,MAZAN,ACTIVADO,-72.87662565,-3.28187682
GOBIERNO REGIONAL,BELEN CHAPI,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LA MAR,CHUNGUI,ACTIVADO,-73.38746361,-13.26318711
GOBIERNO REGIONAL,SAN SALVADOR,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,SANTO TOMAS,ACTIVADO,-77.87822667,-6.55255333
GOBIERNO REGIONAL,MOTOY,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,CHINCHEROS,RANRACANCHA,ACTIVADO,-73.62415419,-13.55792849
GOBIERNO REGIONAL,SUGARMAYO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,HUALGAYOC,BAMBAMARCA,ACTIVADO,-78.406293,-6.69884145
GOBIERNO REGIONAL,QUILLA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VICTOR FAJARDO,COLCA,ACTIVADO,-74.05850086,-13.69491084
MINSA,12 DE NOVIEMBRE,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,ACTIVADO,-76.9681813,-12.1376162
GOBIERNO REGIONAL,TAQUIA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ACTIVADO,-77.83386833,-6.25464833
ESSALUD,HOSPITAL BASE VICTOR LAZARTE ECHEGARAY,HOSPITALES O CLINICAS DE ATENCION GENERAL,LA LIBERTAD,TRUJILLO,TRUJILLO,ACTIVADO,-79.0120577,-8.0996179
GOBIERNO REGIONAL,DANTAS,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,PUERTO INCA,YUYAPICHIS,ACTIVADO,-75.02193,-9.66803667
GOBIERNO REGIONAL,CASA BLANCA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,ACTIVADO,-79.27434,-7.12813
GOBIERNO REGIONAL,POLAN,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN PABLO,SAN BERNARDINO,ACTIVADO,-78.76941805,-7.15555602
GOBIERNO REGIONAL,SEQUION,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,MORROPE,ACTIVADO,-79.94288645,-6.46995484
GOBIERNO REGIONAL,PUERTO MANOA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,SAN GABAN,ACTIVADO,-70.319985,-13.398425
GOBIERNO REGIONAL,MIRAFLORES DE TSACHOPEN,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,OXAPAMPA,CHONTABAMBA,ACTIVADO,-75.4406492,-10.54326298
GOBIERNO REGIONAL,NUEVA ESPERANZA,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,ACTIVADO,-74.80438609,-8.62158415
GOBIERNO REGIONAL,BELLAVISTA,CENTROS DE SALUD O CENTROS MEDICOS,APURIMAC,ABANCAY,ABANCAY,ACTIVADO,-72.89321087,-13.63543084
GOBIERNO REGIONAL,COLAGUAY,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,JAEN,POMAHUACA,ACTIVADO,-79.21588222,-5.87250388
GOBIERNO REGIONAL,HUANCARAY,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANTABAMBA,PACHACONAS,ACTIVADO,-73.02815833,-14.25109667
GOBIERNO REGIONAL,CHACAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,CHADIN,ACTIVADO,-78.39001,-6.47456
GOBIERNO REGIONAL,MORAN LIRIO,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,HUALGAYOC,HUALGAYOC,ACTIVADO,-78.61619448,-6.6826205
GOBIERNO REGIONAL,CHAQUIL,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,ACTIVADO,-78.83928,-6.64162
GOBIERNO REGIONAL,SOCCÑACANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,ACTIVADO,-73.4173924,-13.74115616
GOBIERNO REGIONAL,PUESTO DE SALUD HUANTAR,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARI,HUANTAR,ACTIVADO,-77.17571961,-9.45229248
GOBIERNO REGIONAL,YANARICO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,VILQUE,ACTIVADO,-70.25925667,-15.69235333
GOBIERNO REGIONAL,SENDAMAL DE HUASMIN,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,HUASMIN,ACTIVADO,-78.21336169,-6.97509018
GOBIERNO REGIONAL,PATIBAMBA BAJA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ABANCAY,ABANCAY,ACTIVADO,-73.72386343,-13.51901896
GOBIERNO REGIONAL,BOCA MANTARO,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,PANGOA,ACTIVADO,-74.00275223,-12.24424921
GOBIERNO REGIONAL,CORARACA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,ILAVE,ACTIVADO,-69.60208333,-16.19331667
GOBIERNO REGIONAL,CARHUAPACCHA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,HUANCAYO,CHUPURO,ACTIVADO,-75.24111787,-12.18202783
GOBIERNO REGIONAL,SANTA ROSA DE UNANCA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN PABLO,SAN PABLO,ACTIVADO,-78.78178041,-7.08410971
GOBIERNO REGIONAL,MACHUNGO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,ACTIVADO,-76.27580641,-6.68247637
GOBIERNO REGIONAL,ALTO CAZADOR,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,VILQUE CHICO,ACTIVADO,-69.54572667,-15.050625
GOBIERNO REGIONAL,C.S.SESQUICENTENARIO,CENTROS DE SALUD O CENTROS MEDICOS,CALLAO,CALLAO,CALLAO,ACTIVADO,-77.09673001,-12.00969499
ESSALUD,HOSPITAL III DANIEL ALCIDES CARRIÓN,HOSPITALES O CLINICAS DE ATENCION GENERAL,TACNA,TACNA,CALANA,ACTIVADO,-70.20382167,-17.98154
MINSA,ZARATE,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ACTIVADO,-76.994517,-12.023286
GOBIERNO REGIONAL,CLAS SAN PABLO DE TUSHMO.,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,YARINACOCHA,ACTIVADO,-74.59495898,-8.35127449
PRIVADO,SANNA CENTRO CLINICO NEGRITOS,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,TALARA,LA BREA,ACTIVADO,-81.30534947,-4.66025582
PRIVADO,SANNA CENTRO CLINICO TALARA,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,TALARA,PARIÑAS,ACTIVADO,-81.26902814,-4.57511619
