Institución,Nombre del establecimiento,UBIGEO,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
GOBIERNO REGIONAL,P.S. TAMBO REAL,20703,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,ACTIVADO,-77.26993722,-9.02105819
GOBIERNO REGIONAL,PUESTO DE SALUD ACOYO,21207,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUAYLAS,PUEBLO LIBRE,ACTIVADO,-77.80514865,-9.19194738
GOBIERNO REGIONAL,CONDORMILLA ALTO,210801,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,AYAVIRI,ACTIVADO,-70.65422881,-14.95209168
GOBIERNO REGIONAL,TAMBOLIC,10705,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,JAMALCA,ACTIVADO,-78.171161,-5.985724
MINSA,MARISCAL CASTILLA,150128,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,RIMAC,ACTIVADO,-77.0320255,-12.0178541
GOBIERNO REGIONAL,NUEVA ESPERANZA,220603,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,HUICUNGO,ACTIVADO,-77.05878355,-7.25742342
GOBIERNO REGIONAL,SAN JAVIER BELLAVISTA,60802,HOSPITALES O CLINICAS DE ATENCION GENERAL,CAJAMARCA,JAEN,BELLAVISTA,ACTIVADO,-78.67719224,-5.66344342
GOBIERNO REGIONAL,OSNO,50508,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LA MAR,TAMBO,ACTIVADO,-74.00319833,-12.91277
GOBIERNO REGIONAL,EXITO,250101,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,CALLERIA,ACTIVADO,-74.41249531,-8.40213197
GOBIERNO REGIONAL,CHETILLA,60103,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,CHETILLA,ACTIVADO,-78.6737509,-7.14631393
GOBIERNO REGIONAL,CORANI,210305,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,CORANI,ACTIVADO,-70.60486833,-13.86712333
GOBIERNO REGIONAL,PALO QUEMADO,60612,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,ACTIVADO,-78.87301336,-6.26002833
GOBIERNO REGIONAL,PIMPINGOS,60606,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CUTERVO,PIMPINGOS,ACTIVADO,-78.75668917,-6.06070669
GOBIERNO REGIONAL,CRUZPAMPA,60309,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,SOROCHUCO,ACTIVADO,-78.29204085,-6.904639
GOBIERNO REGIONAL,PACLAS,10518,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,SAN JERONIMO,ACTIVADO,-77.97347833,-6.05873667
GOBIERNO REGIONAL,RAMBRAN,60601,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.77338,-6.43567
GOBIERNO REGIONAL,SAN JUAN DE LOPECANCHA,10519,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,ACTIVADO,-77.86332,-6.49730333
GOBIERNO REGIONAL,CAMATA,210112,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,PLATERIA,ACTIVADO,-69.86464,-15.93712833
GOBIERNO REGIONAL,HUAMAN URCO,160106,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,MAZAN,ACTIVADO,-73.21798481,-3.3185727
MINSA,SANTA ROSA DE LIMA,150132,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ACTIVADO,-77.016424,-12.0053943
MINSA,DAVID GUERRERO DUARTE,150143,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,ACTIVADO,-76.9246642,-12.1843658
GOBIERNO REGIONAL,LANCHEZ,61109,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MIGUEL,NIEPOS,ACTIVADO,-79.08834139,-6.9340134
GOBIERNO REGIONAL,VENTANILLA,60508,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CONTUMAZA,YONAN,ACTIVADO,-79.26358333,-7.27481
ESSALUD,CENTRO DE ATENCION PRIMARIA  I  LOCUMBA,230301,CENTROS DE SALUD O CENTROS MEDICOS,TACNA,JORGE BASADRE,LOCUMBA,ACTIVADO,-70.76707063,-17.61365473
GOBIERNO REGIONAL,PUESTO DE SALUD QUENUAYOC,20105,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARAZ,INDEPENDENCIA,ACTIVADO,-77.55438313,-9.52509014
GOBIERNO REGIONAL,LUYA VIEJO,10510,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LUYA VIEJO,ACTIVADO,-78.02806333,-6.141175
GOBIERNO REGIONAL,SAN FRANCISCO DE LLAMAPASHILLUM,100105,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUANUCO,MARGOS,ACTIVADO,-76.51384167,-10.09048667
PRIVADO,CENTRO ODONTOLOGICO PERFECT SMILE,10101,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ACTIVADO,-77.87098635,-6.23015067
GOBIERNO REGIONAL,LAQUI,210102,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,ACTIVADO,-69.58613333,-16.024355
GOBIERNO REGIONAL,ROSASPATA,50114,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,VINCHOS,ACTIVADO,-74.33356501,-13.35397842
GOBIERNO REGIONAL,HUALLHUA,50411,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANTA,PUCACOLPA,ACTIVADO,-74.48951756,-12.42020401
GOBIERNO REGIONAL,CHAQUIPAMPA,50619,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,SANCOS,ACTIVADO,-73.98816667,-15.00132833
GOBIERNO REGIONAL,SAMAREN-YUPICUSA,10205,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,BAGUA,IMAZA,ACTIVADO,-78.37917769,-5.18955644
GOBIERNO REGIONAL,PICHIBAMBA,30703,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,GRAU,MARISCAL GAMARRA,ACTIVADO,-72.57012333,-13.83428
GOBIERNO REGIONAL,CAMICACHI,210501,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,EL COLLAO,ILAVE,ACTIVADO,-69.56772482,-16.03054312
ESSALUD,CAP III CASTILLA,200104,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,PIURA,CASTILLA,ACTIVADO,-80.61938167,-5.19826667
GOBIERNO REGIONAL,EL ALTO,200702,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,TALARA,EL ALTO,ACTIVADO,-81.2199065,-4.26231684
MINSA,CHACLACAYO - LOPEZ SILVA,150107,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,CHACLACAYO,ACTIVADO,-76.760516,-11.9746368
MINSA,JAIME ZUBIETA,150132,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ACTIVADO,-76.9888954,-11.9634978
GOBIERNO REGIONAL,LABORATORIO DE REFERENCIA REGIONAL EN SALUD PUBLICA,140101,PATOLOGIA CLINICA,LAMBAYEQUE,CHICLAYO,CHICLAYO,ACTIVADO,-79.86455167,-6.76898333
GOBIERNO REGIONAL,NAC. DANIEL A. CARRION,70102,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,CALLAO,CALLAO,BELLAVISTA,ACTIVADO,-77.124813,-12.063792
GOBIERNO REGIONAL,SUCRE,60310,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CELENDIN,SUCRE,ACTIVADO,-78.13514467,-6.93961634
GOBIERNO REGIONAL,BELLAVISTA,50109,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,ACTIVADO,-74.30194581,-13.15202814
GOBIERNO REGIONAL,CENTRO DE SALUD CHIGUATA,40106,CENTROS DE SALUD O CENTROS MEDICOS,AREQUIPA,AREQUIPA,CHIGUATA,ACTIVADO,-71.39231933,-16.40277486
GOBIERNO REGIONAL,TAPO,90709,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,TAYACAJA,HUARIBAMBA,ACTIVADO,-74.96356,-12.25969
GOBIERNO REGIONAL,SAN JOSE DE VILLA VISTA,50505,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LA MAR,CHUNGUI,ACTIVADO,-73.50592167,-13.05282833
GOBIERNO REGIONAL,MUYOC CHICO,60307,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,ACTIVADO,-78.30356197,-6.64194674
GOBIERNO REGIONAL,MUÑAPUCRO,30602,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,CHINCHEROS,ANCO HUALLO,ACTIVADO,-73.68532294,-13.61643935
GOBIERNO REGIONAL,RAVIRA,150608,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,HUARAL,PACARAOS,ACTIVADO,-76.65657252,-11.20312234
GOBIERNO REGIONAL,SUNIMARCA,210801,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,AYAVIRI,ACTIVADO,-70.72035128,-14.96968928
GOBIERNO REGIONAL,NINANTAYA,210901,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,MOHO,ACTIVADO,-69.33207167,-15.44600833
GOBIERNO REGIONAL,CHUCAHUACAS,210206,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,CHUPA,ACTIVADO,-69.93118193,-15.11341679
GOBIERNO REGIONAL,HUANCHO,210601,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,HUANCANE,ACTIVADO,-69.85921667,-15.17472333
GOBIERNO REGIONAL,P.S EL TULMAN,200206,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,PACAIPAMPA,ACTIVADO,-79.69937833,-4.93025833
GOBIERNO REGIONAL,PLAYA CALIENTE,190304,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,OXAPAMPA,PALCAZU,ACTIVADO,-75.23453312,-10.28906452
GOBIERNO REGIONAL,COCHALAN,60811,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,ACTIVADO,-78.98938351,-5.46822557
GOBIERNO REGIONAL,EL ROMERO,140306,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,MORROPE,ACTIVADO,-80.01111381,-6.50178597
PRIVADO,POLICLINICO MISIONERO E.I.R.L.,250201,POLICLINICOS,UCAYALI,ATALAYA,RAIMONDI,ACTIVADO,-73.75450067,-10.72800167
MINSA,COLLANAC,150123,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,PACHACAMAC,ACTIVADO,-76.8701889,-12.1168591
GOBIERNO REGIONAL,CHUGMAR,60417,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,TACABAMBA,ACTIVADO,-78.57746,-6.40963
GOBIERNO REGIONAL,VILUTA,210502,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,CAPASO,ACTIVADO,-69.69809667,-17.09168833
PRIVADO,CLINICA MIRAFLORES S.A.,200104,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,PIURA,PIURA,CASTILLA,ACTIVADO,-80.62240667,-5.194385
GOBIERNO REGIONAL,TAMBILLO,50113,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,TAMBILLO,ACTIVADO,-74.10847912,-13.21224372
MINSA,NIEVERIA DEL PARAISO,150118,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,LURIGANCHO,ACTIVADO,-76.907971,-11.976816
MINSA,GANIMEDES,150132,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ACTIVADO,-77.0114007,-11.9831399
PRIVADO,POLICLINICO ESPECIALIZADO EN NEUROLOGIA S.A.C,70104,CENTROS MEDICOS ESPECIALIZADOS,CALLAO,CALLAO,LA PERLA,ACTIVADO,-78.94234,-6.272
GOBIERNO REGIONAL,PUESTO DE SALUD SAN CAMILO,40108,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,LA JOYA,ACTIVADO,-71.88604,-16.68625167
GOBIERNO REGIONAL,CCANTUPATA,30215,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,ACTIVADO,-73.57595501,-13.69874151
GOBIERNO REGIONAL,LUZ DEL ORIENTE,10602,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,ACTIVADO,-77.36106,-6.56491
GOBIERNO REGIONAL,EL REPOSO,10704,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,UTCUBAMBA,EL MILAGRO,ACTIVADO,-78.61453189,-5.71755652
GOBIERNO REGIONAL,CHUILON,10503,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,COCABAMBA,ACTIVADO,-78.09759,-6.58399
GOBIERNO REGIONAL,ICHUCAHUA,210807,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MELGAR,ORURILLO,ACTIVADO,-70.54737348,-14.59874883
GOBIERNO REGIONAL,MORROPE,140306,CENTROS DE SALUD O CENTROS MEDICOS,LAMBAYEQUE,LAMBAYEQUE,MORROPE,ACTIVADO,-80.01592967,-6.54098441
GOBIERNO REGIONAL,MAYOBAMBA,50606,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,CHIPAO,ACTIVADO,-73.89313759,-14.37231949
GOBIERNO REGIONAL,SAN ANTONIO CHACLLA,150716,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,HUAROCHIRI,SAN ANTONIO,ACTIVADO,-76.64922721,-11.74342779
GOBIERNO REGIONAL,SIGUES,60415,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,QUEROCOTO,ACTIVADO,-78.99952706,-6.34994718
GOBIERNO REGIONAL,PRIMAVERA,120303,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CHANCHAMAYO,PICHANAQUI,ACTIVADO,-74.8828178,-11.0071837
GOBIERNO REGIONAL,YANAMARCA,60106,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,JESUS,ACTIVADO,-78.43003383,-7.21924309
GOBIERNO REGIONAL,CENTRO DE SALUD OMATE - MOQUEGUA,180201,CENTROS DE SALUD O CENTROS MEDICOS,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,ACTIVADO,-70.97078075,-16.67461642
GOBIERNO REGIONAL,CENTRO DE SALUD CIUDAD DE DIOS,40128,CENTROS DE SALUD O CENTROS MEDICOS,AREQUIPA,AREQUIPA,YURA,ACTIVADO,-71.619675,-16.30516833
GOBIERNO REGIONAL,CUEMAL,10501,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LAMUD,ACTIVADO,-77.98051,-6.118405
GOBIERNO REGIONAL,JOSE GALVEZ,120302,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CHANCHAMAYO,PERENE,ACTIVADO,-75.05878833,-10.77540667
GOBIERNO REGIONAL,ZAPOTE,160201,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,ALTO AMAZONAS,YURIMAGUAS,ACTIVADO,-76.07033,-5.8988
GOBIERNO REGIONAL,PUESTO DE SALUD HUACHO,22005,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,QUILLO,ACTIVADO,-77.9457724,-9.30474948
GOBIERNO REGIONAL,MULLUCRO,120701,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,TARMA,TARMA,ACTIVADO,-75.73217064,-11.41738711
GOBIERNO REGIONAL,PACCHAHUALLHUA,51106,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,ACTIVADO,-73.87716987,-13.85403787
GOBIERNO REGIONAL,LUCANAS,50611,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,LUCANAS,LUCANAS,ACTIVADO,-74.23362167,-14.62238833
GOBIERNO REGIONAL,CHANCAY BAÑOS,61304,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,ACTIVADO,-78.86655,-6.575338
MINSA,MATEO PUMACAHUA,150108,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,CHORRILLOS,ACTIVADO,-76.9801201,-12.1886598
GOBIERNO REGIONAL,LLANGUAT,60301,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,CELENDIN,ACTIVADO,-78.18648515,-6.76988618
GOBIERNO REGIONAL,SAN PABLO DE JUANTIA,250106,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,ACTIVADO,-74.89245333,-8.23511833
GOBIERNO REGIONAL,LAGUNA SHITA,60614,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SOCOTA,ACTIVADO,-78.64831,-6.28148
GOBIERNO REGIONAL,SANTA ROSA,60609,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,ACTIVADO,-78.60362,-6.17102
GOBIERNO REGIONAL,BAGAZAN,220604,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,PACHIZA,ACTIVADO,-76.85367825,-7.22678035
MINSA,LADERAS DE CHILLON,150125,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,PUENTE PIEDRA,ACTIVADO,-77.0845349,-11.9203551
GOBIERNO REGIONAL,WINGE,220701,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,PICOTA,PICOTA,ACTIVADO,-76.32613046,-6.95822662
GOBIERNO REGIONAL,PISCURRURAY,120504,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JUNIN,ULCUMAYO,ACTIVADO,-75.762475,-10.99531
GOBIERNO REGIONAL,SAN ANTONIO (TAMBURCO),30109,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ABANCAY,TAMBURCO,ACTIVADO,-72.85689528,-13.60566949
GOBIERNO REGIONAL,NUEVA ESPERANZA,60312,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,ACTIVADO,-78.25991843,-6.70518167
PRIVADO,CONSULTORIO MEDICO DENTAL,70101,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,CALLAO,CALLAO,CALLAO,ACTIVADO,-76.50723,-11.94258
GOBIERNO REGIONAL,P.S LOS RANCHOS,200302,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,CANCHAQUE,ACTIVADO,-79.64458573,-5.22514912
GOBIERNO REGIONAL,CCERABAMBA,30208,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,PACOBAMBA,ACTIVADO,-73.11232124,-13.56419757
GOBIERNO REGIONAL,LLANO GRANDE,60904,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN IGNACIO,LA COIPA,ACTIVADO,-78.87673,-5.43819
GOBIERNO REGIONAL,EL SAUCE,61110,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,ACTIVADO,-79.12735,-7.06395
GOBIERNO REGIONAL,SAN RAMON,10514,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,PISUQUIA,ACTIVADO,-78.12377,-6.4768
GOBIERNO REGIONAL,MASISEA,250104,CENTROS DE SALUD O CENTROS MEDICOS,UCAYALI,CORONEL PORTILLO,MASISEA,ACTIVADO,-74.30119009,-8.60682974
GOBIERNO REGIONAL,PUEBLO NUEVO,10514,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,PISUQUIA,ACTIVADO,-78.14105,-6.376185
GOBIERNO REGIONAL,SAN JUAN DE DIOS (AYAVIRI),210801,HOSPITALES O CLINICAS DE ATENCION GENERAL,PUNO,MELGAR,AYAVIRI,ACTIVADO,-70.58784331,-14.88279167
ESSALUD,HOSPITAL II MOQUEGUA,180101,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ACTIVADO,-70.953475,-17.19469167
GOBIERNO REGIONAL,BAGAZAN DE SAPUENA,160507,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,REQUENA,SAQUENA,ACTIVADO,-73.53344,-4.725472
ESSALUD,CENTRO DE ATENCION PRIMARIA II PATAPO,140117,CENTROS DE SALUD O CENTROS MEDICOS,LAMBAYEQUE,CHICLAYO,PATAPO,ACTIVADO,-79.6390047,-6.7376414
GOBIERNO REGIONAL,AMANTANI,210103,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,AMANTANI,ACTIVADO,-69.71726667,-15.65797333
GOBIERNO REGIONAL,SHAMBILLO,250301,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,PADRE ABAD,PADRE ABAD,ACTIVADO,-75.61571314,-9.01217635
GOBIERNO REGIONAL,OCCORURO,30501,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,COTABAMBAS,TAMBOBAMBA,ACTIVADO,-72.22493833,-13.91092167
GOBIERNO REGIONAL,KCANA,210303,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,AYAPATA,ACTIVADO,-70.31968667,-13.80987167
GOBIERNO REGIONAL,UNINGAMBAL,130504,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,JULCAN,HUASO,ACTIVADO,-78.38593,-8.26152
GOBIERNO REGIONAL,CANGA,10402,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,EL CENEPA,ACTIVADO,-78.19543074,-4.4584026
GOBIERNO REGIONAL,GRAMALOTILLO,60611,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SANTA CRUZ,ACTIVADO,-78.81124084,-6.17438804
GOBIERNO REGIONAL,INDOAMERICA,130102,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,EL PORVENIR,ACTIVADO,-78.99266434,-8.08395142
GOBIERNO REGIONAL,PUERTO BAGAZAN,220803,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,ACTIVADO,-77.25534817,-6.0707616
GOBIERNO REGIONAL,SUCHIS,211104,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,CARACOTO,ACTIVADO,-70.02043383,-15.55756588
GOBIERNO REGIONAL,COLLANA CABANA,211102,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,CABANA,ACTIVADO,-70.24934809,-15.6102028
GOBIERNO REGIONAL,SISTEMA DE ATENCION MOVIL DE URGENCIAS,10101,"SERVICIO DE TRASLADO DE PACIENTES,ATENCION DOMICILIARIA,ATENCION PRE HOSPITALARIA",AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ACTIVADO,-77.870565,-6.227855
GOBIERNO REGIONAL,ACAS,21402,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,OCROS,ACAS,ACTIVADO,-77.32556462,-10.45670986
GOBIERNO REGIONAL,MACHIN,190206,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,ACTIVADO,-76.364155,-10.41429333
GOBIERNO REGIONAL,LA GRAMA,61003,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,ACTIVADO,-78.12878775,-7.46432594
GOBIERNO REGIONAL,COCHAMAL,10603,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,ACTIVADO,-77.57784503,-6.408625
GOBIERNO REGIONAL,MUSADEN,60303,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,CORTEGANA,ACTIVADO,-78.34655163,-6.42269165
GOBIERNO REGIONAL,HUINGUILLO,220601,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,JUANJUI,ACTIVADO,-76.68015105,-7.34536946
MINSA,LADERAS DE VILLA,150133,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,ACTIVADO,-76.9574698,-12.189694
GOBIERNO REGIONAL,PELINGARA,200111,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,LAS LOMAS,ACTIVADO,-80.3084274,-4.70450363
GOBIERNO REGIONAL,NUEVE DE OCTUBRE,200601,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,SULLANA,SULLANA,ACTIVADO,-80.67532486,-4.90829466
GOBIERNO REGIONAL,EL ÑURO,200705,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,TALARA,LOS ORGANOS,ACTIVADO,-81.17070896,-4.21615217
GOBIERNO REGIONAL,SOMATE BAJO,200602,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,SULLANA,BELLAVISTA,ACTIVADO,-80.53273425,-4.74460614
MINSA,CERRO EL AGUSTINO,150111,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,EL AGUSTINO,ACTIVADO,-77.001847,-12.057135
GOBIERNO REGIONAL,P.S. PREVI,70101,PUESTOS DE SALUD O POSTAS DE SALUD,CALLAO,CALLAO,CALLAO,ACTIVADO,-77.09072326,-12.01652914
GOBIERNO REGIONAL,CHIPIPATA,190201,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.5289431,-10.50069115
GOBIERNO REGIONAL,HUALMAY,150805,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,HUAURA,HUALMAY,ACTIVADO,-77.60663333,-11.09553333
GOBIERNO REGIONAL,CHONTA,150810,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,HUAURA,SANTA MARIA,ACTIVADO,-77.58091365,-11.08147781
GOBIERNO REGIONAL,SIMBAL,130110,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,SIMBAL,ACTIVADO,-78.8125325,-7.97509413
GOBIERNO REGIONAL,VICSO,120213,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CONCEPCION,ORCOTUNA,ACTIVADO,-75.35008023,-11.97205332
GOBIERNO REGIONAL,C.S SANTIAGO,110111,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,ICA,ICA,SANTIAGO,ACTIVADO,-75.71266,-14.19293
